,access,air_conditioning,alt_name,amenity,area,backrest,bench,bin,boundingbox,bridge,building,building:colour,building:levels,building:part,building:roof,bus,camera:angle,city,colour,contact:website,covered,description,display_name,drinking_water,ele,emergency,fee,fireplace,fixme,genus,geometry,height,highway,historic,indoor,information,int_name,internet_access,layer,leaf_cycle,leaf_type,leisure,level,lit,lockable,man_made,material,min_height,name,name:en,name:fr,name:ja,name:ja-Hira,name:ja-Latn,name:ja_kana,name:ja_rm,natural,nodes,note,note:ja,opening_hours,operator,passenger_information_display,picnic_table,place,playground,playground:theme,points,postcode,province,public_transport,railway,ref,roof,roof:colour,roof:material,roof:shape,room,seat,seats,shelter,shelter_type,smoking,source,source:geometry,source:landuse,source_ref,species,species:en,species:ja,sport,start_date,surface,table,taxon,toilets,toilets:access,tourism,train,type,ways,website,wheelchair,wikidata,wikipedia
"('way', 770096750)",,,,shelter,,,,,"['40.1886371', '40.1887371', '140.0159566', '140.0160566']",,yes,,,,,,,能代市,,,,,"展望台, 能代南バイパス, 字仙遊長根, 能代市, 秋田県, 016-0814, 日本",,,,,,,,"POLYGON ((140.016034 40.1885857, 140.0159756 40.1885876, 140.0159214 40.1886045, 140.015878 40.1886345, 140.0158505 40.1886739, 140.0158421 40.1887181, 140.0158539 40.1887619, 140.0158844 40.1888, 140.0159257 40.188826, 140.0159755 40.188841, 140.0160289 40.1888433, 140.0160807 40.1888328, 140.0161255 40.1888105, 140.0161591 40.1887787, 140.016178 40.1887404, 140.0161804 40.1886996, 140.0161661 40.1886602, 140.0161364 40.1886262, 140.0160898 40.1885991, 140.016034 40.1885857))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7189180069, 7189180070, 7189180071, 7189180072, 7189180073, 7189180074, 7189180075, 7189180057, 7189180058, 7189180061, 7189180062, 7189180063, 7189180064, 7189180065, 7189180066, 7189180067, 7189180068, 7189180059, 7189180060, 7189180069]",,,,,,,Akita,,,POINT (140.0160119002968 40.18871437676376),016-0814,秋田県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 776166548)",,,,shelter,,,,,"['40.178752', '40.178781', '140.067609', '140.067675']",,yes,,,,,,,能代市,,,,,"字上関, 能代市, 秋田県, 016-0814, 日本",,,,,,,,"POLYGON ((140.0682275 40.1785161, 140.0682235 40.1784783, 140.0683028 40.1784734, 140.0683068 40.1785113, 140.0682275 40.1785161))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7241847608, 7241847609, 7241847610, 7241847611, 7241847608]",,,,,,,Akita,,,POINT (140.068265167303 40.1784947735214),016-0814,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 776166549)",,,,shelter,,,,,"['40.178752', '40.178781', '140.067609', '140.067675']",,yes,,,,,,,能代市,,,,,"字上関, 能代市, 秋田県, 016-0814, 日本",,,,,,,,"POLYGON ((140.068721 40.1784617, 140.068721 40.1785219, 140.0688158 40.1785219, 140.0688158 40.1784617, 140.068721 40.1784617))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7241847612, 7241847613, 7241847614, 7241847615, 7241847612]",,,,,,,Akita,,,POINT (140.0687684 40.1784918),016-0814,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 776166550)",,,,shelter,,,,,"['40.178752', '40.178781', '140.067609', '140.067675']",,yes,,,,,,,能代市,,,,,"字上関, 能代市, 秋田県, 016-0814, 日本",,,,,,,,"POLYGON ((140.0694271 40.178111, 140.0694602 40.1781928, 140.0695783 40.1781649, 140.0695451 40.178083, 140.0694271 40.178111))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7241847620, 7241847621, 7241847622, 7241847623, 7241847620]",,,,,,,Akita,,,POINT (140.0695026898345 40.17813792492556),016-0814,秋田県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('way', 776166551)",,,,shelter,,,,,"['40.1782342', '40.1783342', '140.0720871', '140.0721871']",,yes,,,,,,,能代市,,,,,"能代山本地域産業保健センター, 秋田自動車道, 扇田, 樋口, 能代市, 秋田県, 016-0814, 日本",,,,,,,,"POLYGON ((140.0704372 40.1779875, 140.070503 40.1780339, 140.0705693 40.177979, 140.0705035 40.1779326, 140.0704372 40.1779875))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7241847625, 7241847626, 7241847627, 7241847628, 7241847625]",,,,,,,Akita,,,POINT (140.07050325 40.17798325),016-0814,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 776166565)",,,,shelter,,,,,"['40.1775285', '40.178255', '140.074795', '140.078578']",,yes,,,,,,,能代市,,,,,"字上谷地, 能代市, 秋田県, 016-0814, 日本",,,,,,,,"POLYGON ((140.0777006 40.1777355, 140.0776829 40.1777784, 140.0777247 40.1777885, 140.0777424 40.1777455, 140.0777006 40.1777355))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7241847821, 7241847822, 7241847823, 7241847824, 7241847821]",,,,,,,Akita,,,POINT (140.077712656056 40.17776197998474),016-0814,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 793145235)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"白沢酒店, 桂瀬停車場線, 桂瀬, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.4176898 40.1015911, 140.4176819 40.101533, 140.4176789 40.1015107, 140.4177414 40.1015057, 140.4177523 40.1015862, 140.4176898 40.1015911))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7416523913, 7416524166, 7416523914, 7416523915, 7416523916, 7416523913]",,,,,,,Akita,,,POINT (140.4177156003107 40.10154842241288),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 801549485)",,,,shelter,,,,,[],,yes,,,,,,,能代市,,,,,"飛根, 能代市, 秋田県, 日本",,,,,,,,"POLYGON ((140.1657499 40.2181606, 140.1657937 40.2181981, 140.1658453 40.218163, 140.1658014 40.2181255, 140.1657499 40.2181606))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7497091167, 7497091168, 7497091169, 7497091170, 7497091167]",,,,,,,Akita,,,POINT (140.165797583289 40.21816180041817),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 824250951)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"米内沢, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3783564 40.1165695, 140.3783746 40.1165298, 140.3784338 40.1165457, 140.3784156 40.1165853, 140.3783564 40.1165695))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7695719232, 7695719233, 7695719234, 7695719235, 7695719232]",,,,,,,Akita,,,POINT (140.3783950899668 40.11655756975181),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 824250952)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"米内沢, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3788279 40.1163617, 140.3788379 40.1163205, 140.3788944 40.1163285, 140.3788844 40.1163697, 140.3788279 40.1163617))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7695719236, 7695719237, 7695719238, 7695719239, 7695719236]",,,,,,,Akita,,,POINT (140.37886115 40.11634510000001),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 824403833)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"米内沢鶴田岱, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3744764 40.1307442, 140.3745168 40.1307207, 140.3745463 40.1307503, 140.3745059 40.1307738, 140.3744764 40.1307442))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7697802811, 7697802812, 7697802813, 7697802814, 7697802811]",,,,,,,Akita,,,POINT (140.37451135 40.13074725),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 825166474)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3810196 40.2134178, 140.3811757 40.2133974, 140.3811945 40.213481, 140.3810384 40.2135015, 140.3810196 40.2134178))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7704970137, 7704970138, 7704970139, 7704970140, 7704970137]",,,,,,,Akita,,,POINT (140.381107035113 40.21344942795392),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 829999719)",,,,shelter,,,,,[],,yes,,,,,,,能代市,,,,,"JR二ツ井駅, 西目屋二ツ井線, 能代市, 秋田県, 日本",,,,,,,,"POLYGON ((140.236129 40.2126092, 140.2361587 40.2126321, 140.2361748 40.2126199, 140.2361452 40.212597, 140.236129 40.2126092))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7746605096, 7746605097, 7746605098, 7746605099, 7746605096]",,,,,,,Akita,,,POINT (140.2361519150212 40.21261454572183),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 830315710)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3122187 40.2146191, 140.3122676 40.2146416, 140.312287 40.2146171, 140.3122381 40.2145945, 140.3122187 40.2146191))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7750361529, 7750361530, 7750361531, 7750361532, 7750361529]",,,,,,,Akita,,,POINT (140.3122528397492 40.21461806696684),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 837364494)",,,,shelter,,,yes,,[],,yes,,,,,,,,,,,,"森岳, 羽州街道, 森岳, 三種町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((140.0759998 40.1023121, 140.0759997 40.1022902, 140.0760507 40.1022901, 140.0760508 40.1023119, 140.0759998 40.1023121))",,,,,,,,,,,,,no,,,,,,,,,,,,,,"[7815139406, 7815139407, 7815139408, 7815139409, 7815139406]",,,,,,,Akita,,,POINT (140.0760252305495 40.10230107507355),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 868219889)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"太鼓の待合室, 国道7号, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.397838 40.2510959, 140.3978744 40.2510712, 140.3979069 40.2510991, 140.3978705 40.2511238, 140.397838 40.2510959))",,,,,,,,,,,,,,,,,,太鼓の待合室,,,,,,,,,"[8092984322, 8092984323, 8092984324, 8092984325, 8092984322]",,,,,,,Akita,,,POINT (140.39787245 40.25109750000001),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 871615436)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"西根田農村公園, 鷹巣川井堂川線, 東根田, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3025793 40.1379204, 140.3025972 40.1379641, 140.3026515 40.1379511, 140.3026336 40.1379074, 140.3025793 40.1379204))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7424682271, 8118567559, 8118567560, 8118567561, 7424682271]",,,,,,,Akita,,,POINT (140.3026154 40.13793575),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 871787629)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"上三木田, 鷹巣川井堂川線, 摩当, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3125302 40.1122232, 140.3125774 40.1122091, 140.3125912 40.112236, 140.3125439 40.1122501, 140.3125302 40.1122232))",,,,,,,,,,,,,,,,,,上三木田,,,,,,,,,"[8120061604, 8120061605, 8120061606, 8120061607, 8120061604]",,,,,,,Akita,,,POINT (140.312560680894 40.11222960298542),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 871790453)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3252043 40.1097558, 140.3251962 40.1096624, 140.3253081 40.1096568, 140.3253161 40.1097502, 140.3252043 40.1097558))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8120088738, 8120088739, 8120088740, 8120088741, 8120088738]",,,,,,,Akita,,,POINT (140.3252561739053 40.10970629309609),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 871790470)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"三木田, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3214612 40.1111641, 140.3215263 40.1111615, 140.3215232 40.1111155, 140.3214581 40.111118, 140.3214612 40.1111641))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8120088927, 8120088928, 8120088929, 8120088930, 8120088927]",,,,,,,Akita,,,POINT (140.321492188277 40.11113977585602),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 871790473)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3231501 40.1107165, 140.3231738 40.1106609, 140.3232492 40.1106797, 140.3232255 40.1107353, 140.3231501 40.1107165))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8120088977, 8120088978, 8120088979, 8120088980, 8120088977]",,,,,,,Akita,,,POINT (140.32319965 40.1106981),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 875468558)",,,,shelter,,,yes,yes,[],,yes,,,,,,,,,,,,"鳥形, 国道101号, 峰浜沼田, 八峰町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((140.0368232 40.2710501, 140.0368013 40.270957, 140.0368336 40.2709526, 140.0368555 40.2710457, 140.0368232 40.2710501))",,,,,,,,,,,,,yes,,,,,,,,,,,,,,"[8148769846, 8148769847, 8148769848, 8148769849, 8148769846]",,,,,,,Akita,,,POINT (140.0368284 40.27100135000001),,,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 886369736)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"鵜川, 三種町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((140.0225029 40.0998362, 140.0225641 40.0998061, 140.0226032 40.0998528, 140.022542 40.0998828, 140.0225029 40.0998362))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8241943727, 8241943728, 8241943729, 8241943730, 8241943727]",,,,,,,Akita,,,POINT (140.0225530545837 40.09984446742529),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 895866706)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"御所の台, 国道101号, 八峰町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((139.9853651 40.3868916, 139.9854171 40.3869344, 139.9854985 40.3869344, 139.9855337 40.386882, 139.9854775 40.386822, 139.9853896 40.3868206, 139.9853651 40.3868916))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7057522970, 8327486820, 8327486821, 8327486822, 8327486823, 8327486824, 7057522970]",,,,,,,Akita,,,POINT (139.985446558225 40.38687838840373),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 895866707)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"御所の台, 国道101号, 八峰町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((139.9850069 40.3862144, 139.985026 40.3862275, 139.9850382 40.3862446, 139.985042 40.386264, 139.9850369 40.3862831, 139.9850236 40.3862998, 139.9850036 40.386312, 139.9849793 40.3863184, 139.9849559 40.3863184, 139.9849337 40.3863128, 139.9849149 40.3863023, 139.9849013 40.3862878, 139.9848942 40.3862708, 139.9848945 40.386253, 139.984902 40.3862361, 139.984916 40.3862219, 139.9849351 40.3862117, 139.9849575 40.3862065, 139.9849831 40.3862071, 139.9850069 40.3862144))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7057522911, 8327486837, 8327486838, 8327486839, 8327486840, 8327486841, 8327486842, 8327486825, 8327486826, 8327486829, 8327486830, 8327486831, 8327486832, 8327486833, 8327486834, 8327486835, 8327486836, 8327486827, 8327486828, 7057522911]",,,,,,,Akita,,,POINT (139.9849676382815 40.38626251519872),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 898493017)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"三種町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((140.0810586 40.1112971, 140.0810574 40.1112607, 140.0811236 40.1112594, 140.0811249 40.1112958, 140.0810586 40.1112971))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8349420438, 8349420439, 8349420440, 8349420441, 8349420438]",,,,,,,Akita,,,POINT (140.0810911254545 40.11127825456969),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 910868773)",,,,shelter,,,,,[],,yes,,,,,,,,,,,,"矢坂, 藤里町, 山本郡, 秋田県, 日本",,,,,,,,"POLYGON ((140.2546797 40.2545913, 140.2546976 40.2545549, 140.2547532 40.2545709, 140.2547353 40.2546072, 140.2546797 40.2545913))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8458065424, 8458065425, 8458065426, 8458065427, 8458065424]",,,,,,,Akita,,,POINT (140.2547164399889 40.25458106944527),,,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 941707201)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"合川中学校前, 鷹巣川井堂川線, 明田, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.316068 40.1561561, 140.3160775 40.1561336, 140.3161151 40.1561429, 140.3161056 40.1561654, 140.316068 40.1561561))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8720724203, 8720724204, 8720724205, 8720724206, 8720724203]",,,,,,,Akita,,,POINT (140.31609155 40.1561495),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 963118895)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"高山岳神明社, 矢坂糠沢線, 北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.4060312 40.3119874, 140.4059789 40.3120014, 140.4059591 40.3119582, 140.4060114 40.3119442, 140.4060312 40.3119874))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8909057368, 8909057369, 8909057370, 8909057371, 8909057368]",,,,,,,Akita,,,POINT (140.40599515 40.3119728),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 966751622)",,,,shelter,,,,,[],,yes,,,,,,,北秋田市,,,,,"北秋田市, 秋田県, 日本",,,,,,,,"POLYGON ((140.3823035 40.2135211, 140.3823028 40.2134689, 140.3823779 40.2134684, 140.3823786 40.2135206, 140.3823035 40.2135211))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[8944285950, 8944285951, 8944285952, 8944285953, 8944285950]",,,,,,,Akita,,,POINT (140.3823407 40.21349475),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 8557567013)",,,,shelter,,,,,"['39.2095723', '39.2096723', '139.8939631', '139.8940631']",,,,,,,,,にかほ市,,,,,"津波避難場所, 国道7号, 三丁目塩越, にかほ市, 秋田県, 018-0105, 日本",,,,,,,,POINT (139.8940131 39.2096223),,,,,,,,,,,,,,,,,,津波避難場所,,,,,,,,,,,,,,,,Akita,,,POINT (139.8940131 39.2096223),018-0105,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 737548738)",,,,shelter,,,,,[],,yes,,,,,,,にかほ市,,,,,"道の駅象潟, 大塩越, にかほ市, 秋田県, 日本",,,,,,,,"POLYGON ((139.899069 39.2183659, 139.8991305 39.2183349, 139.8991646 39.2183756, 139.8991031 39.2184066, 139.899069 39.2183659))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[6905390163, 6905390164, 6905390165, 6905390166, 6905390163]",,,,,,,Akita,,,POINT (139.8991168 39.21837075000001),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 914571948)",,,,shelter,,,yes,,[],,yes,,,,,,,にかほ市,,,,,"小砂川, 小砂川バイパス, 小砂川, にかほ市, 秋田県, 日本",,,,,,,,"POLYGON ((139.885733 39.1373318, 139.8857571 39.1372811, 139.8857872 39.1372897, 139.885763 39.1373404, 139.885733 39.1373318))",,,,,,,,,,,,,yes,,,,,,,,,,,,,,"[8495859219, 8495859220, 8495859221, 8495859222, 8495859219]",,,,,,,Akita,,,POINT (139.8857600821377 39.13731073798284),,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('way', 980132717)",,,,shelter,,,,,[],,yes,,,,,,,にかほ市,,,,,"にかほ市, 秋田県, 日本",,,,,,,,"POLYGON ((139.8712737 39.1202709, 139.8713354 39.1202539, 139.8713593 39.1203064, 139.8712976 39.1203233, 139.8712737 39.1202709))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[9066913954, 9066913955, 9066913956, 9066913957, 9066913954]",,,,,,,Akita,,,POINT (139.8713165074051 39.12028861973771),,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7049384292)",,,,shelter,,,,,"['39.976881', '39.9774612', '139.7473252', '139.749728']",,,,,,,,,男鹿市,,,,,"北浦湯本水上沢, 男鹿市, 秋田県, 010-0683, 日本",,,,,,,,POINT (139.7496386 39.9770509),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.7496386 39.9770509),010-0683,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7106608048)",,,,shelter,,,,,"['39.8843317', '39.885589', '139.8541424', '139.8586805']",,,,,,,,,男鹿市,,,,,"泉台, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.8582954 39.8844784),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.8582954 39.8844784),010-0511,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7106608049)",,,,shelter,,,,,"['39.8832084', '39.8850421', '139.8537679', '139.8576731']",,,,,,,,,男鹿市,,,,,"泉台, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.857539 39.8839803),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.857539 39.8839803),010-0511,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7213234158)",,,,shelter,,,,,"['39.8577286', '39.857846', '139.8144528', '139.8146593']",,,,,,,,,男鹿市,,,,,"遊具広場, 男鹿半島線, 船川港女川, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.8140102 39.8575948),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.8140102 39.8575948),010-0511,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7213234166)",,,,shelter,,,,,"['39.8579321', '39.8671428', '139.8116855', '139.8243709']",,,,,,,,,男鹿市,,,,,"男鹿半島線, 船川港女川, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.8120173 39.8577863),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.8120173 39.8577863),010-0511,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7416739464)",,,,shelter,,,,,"['39.8838558', '39.8840574', '139.8480903', '139.8484176']",,,,,,,,,男鹿市,,,,,"男鹿駅, 男鹿半島線, 船川港船川, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.8481569 39.8839845),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.8481569 39.8839845),010-0511,秋田県,,,,,,,,,,,,public_transport,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7428238085)",,,,shelter,,,,,"['39.9113602', '39.915001', '139.850955', '139.8558205']",,,,,,,,,男鹿市,,,,,"船川港比詰, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.8535708 39.9124042),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.8535708 39.9124042),010-0511,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7428250992)",,,,shelter,,,,,"['39.8892964', '39.890676', '139.8429294', '139.8440834']",,,,,,,,,男鹿市,,,,,"東本町, 男鹿市, 秋田県, 010-0511, 日本",,,,,,,,POINT (139.8431082 39.8905591),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.8431082 39.8905591),010-0511,秋田県,,,,,,,,,,,,gazebo,,,,,,,,,,,,,,,,,,,,,,,
"('node', 7682892070)",,,,shelter,,,yes,,"['39.9620224', '39.9621224', '139.781132', '139.781232']",,,,,,,,,男鹿市,,,,,"灯篭, 入道崎寒風山線, 北浦中菅, 男鹿市, 秋田県, 010-0683, 日本",,,,,,,,POINT (139.7812879 39.9620827),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Akita,,,POINT (139.7812879 39.9620827),010-0683,秋田県,,,,,,,,,,,,lean_to,,,,,,,,,,,,,,,,,,,,,,,
"('way', 801897468)",,,,shelter,,,,,[],,yes,,,,,,,男鹿市,,,,,"船川港椿, 男鹿市, 秋田県, 日本",,,,,,,,"POLYGON ((139.7779433 39.8616871, 139.7779742 39.8617175, 139.7780129 39.8616944, 139.7779821 39.8616639, 139.7779433 39.8616871))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7500587304, 7500587305, 7500587306, 7500587307, 7500587304]",,,,,,,Akita,,,POINT (139.7779781193395 39.86169071519891),,秋田県,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"('way', 806487880)",,,,shelter,,,,,"['39.978658', '39.9802832', '139.7312425', '139.732078']",,yes,,,,,,,男鹿市,,,,,"北浦西黒沢, 男鹿市, 秋田県, 010-0683, 日本",,,,,,,,"POLYGON ((139.731251 39.9796231, 139.7312586 39.979586, 139.7312999 39.9795909, 139.7312923 39.979628, 139.731251 39.9796231))",,,,,,,,,,,,,,,,,,,,,,,,,,,"[7541893063, 7541893064, 7541893065, 7541893066, 7541893063]",,,,,,,Akita,,,POINT (139.73127545 39.97960699999999),010-0683,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
"('way', 822870842)",,,,shelter,,,,yes,"['39.962122', '39.9625961', '139.7807343', '139.7818016']",,yes,,1,,,,,男鹿市,,,,,"雲昌寺の紫陽花, 入道崎寒風山線, 北浦中菅, 男鹿市, 秋田県, 010-0683, 日本",,,,,,,,"POLYGON ((139.7809712 39.9624038, 139.7809754 39.9623887, 139.7810119 39.9623947, 139.7810077 39.9624098, 139.7809712 39.9624038))",2,,,,,,,,,,,,yes,,,,,,,,,,,,,,"[7682892106, 7682892107, 7682892108, 7682892109, 7682892106]",,,,,,,Akita,,,POINT (139.78099155 39.96239925),010-0683,秋田県,,,,,,,,,,,,picnic_shelter,,,,,,,,,,,,,,,,,,,,,,,
